사업자등록번호,사업장명,소재지전체주소,영업상태명,폐업일자,처분일자,위반내용,처분내용상세,처분종류명
0001004067,"짜장면682번지본점","인천광역시 계양구 강남대로 152-17",영업중,,2023-12-25,"원산지 표시 위반","영업장 내 위생시설 불량",과태료
0001004068,"족발466번지마당","경기도 고양시 덕양구 한남대로 101-3",영업중,,,,,
0001004069,"부대찌개세상","인천광역시 남동구 관악로 11-14",영업중,,,,,
0001004070,"전통스테이크원","대구광역시 중구 강남대로 185-15",영업중,,,,,
0001004071,"임씨고기구이코너","울산광역시 울주군 강서로 205-18",영업중,,,,,
0001004072,"옛날 파스타","대전광역시 유성구 동작대로 295-28",영업중,,,,,
0001004073,"해물탕342번지가","울산광역시 중구 시청앞로 56-23",영업중,,,,,
0001004074,"삼겹살코너","경기도 성남시 중원구 남대문로 258-13",영업중,,,,,
0001004075,"김씨된장찌개명가","경기도 성남시 수정구 세종대로 138-14",폐업,2019-08-05,2020-06-16,"시설기준 위반","조리장 청결 불량",시정명령
0001004075,"김씨된장찌개명가","경기도 성남시 수정구 세종대로 138-14",폐업,2019-08-05,2025-12-14,"위생관리기준 위반","원산지 허위표시",과태료
0001004076,"낙지볶음원","인천광역시 계양구 시청앞로 216-20",영업중,,,,,
0001004077,"신선한삼겹살명가","광주광역시 남구 인수봉로 248-17",폐업,2019-05-14,2019-08-21,"위생관리기준 위반","조리장 청결 불량",영업정지15일
0001004077,"신선한삼겹살명가","광주광역시 남구 인수봉로 248-17",폐업,2019-05-14,2024-08-21,"시설기준 위반","원산지 허위표시",시정명령
0001004077,"신선한삼겹살명가","광주광역시 남구 인수봉로 248-17",폐업,2019-05-14,2024-08-07,"시설기준 위반","영업장 내 위생시설 불량",과태료
0001004078,"파스타왕국","경기도 수원시 장안구 인수봉로 190-20",영업중,,,,,
0001004079,"청담튀김명가","인천광역시 남동구 신림로 81-1",영업중,,,,,
0001004080,"조씨탕수육나라","광주광역시 남구 공항대로 166-6",영업중,,2026-06-12,"식품표시 위반","식품첨가물 사용기준 위반",경고
0001004081,"윤씨스테이크전문점","부산광역시 남구 방화대로 202-11",영업중,,,,,
0001004082,"압구정 탕수육","인천광역시 부평구 신림로 9-4",영업중,,2022-08-07,"원산지 표시 위반","위생모 미착용",과태료
0001004083,"압구정보쌈나라","대전광역시 동구 공항대로 118-2",영업중,,2025-04-04,"위생관리기준 위반","식품 보관기준 위반",과태료
0001004083,"압구정보쌈나라","대전광역시 동구 공항대로 118-2",영업중,,2020-06-05,"시설기준 위반","식품접촉 기구 위생 불량",시정명령
0001004083,"압구정보쌈나라","대전광역시 동구 공항대로 118-2",영업중,,2026-03-16,"위생관리기준 위반","식품 보관기준 위반",영업정지2개월
0001004083,"압구정보쌈나라","대전광역시 동구 공항대로 118-2",영업중,,2025-04-14,"영업자 준수사항 위반","음식물 쓰레기 처리 위반",경고
0001004084,"한씨순대본점","경기도 용인시 수지구 삼양로 38-1",영업중,,2024-01-14,"위생관리기준 위반","원산지 허위표시",과태료
0001004085,"회140번지나라","대구광역시 남구 화곡로 150-30",영업중,,,,,
0001004086,"짜장면집","경기도 수원시 영통구 상도로 70-18",영업중,,,,,
0001004087,"비빔밥843번지명가","부산광역시 수영구 인수봉로 44-3",영업중,,,,,
0001004088,"국밥733번지가","울산광역시 남구 아리수로 110-23",영업중,,2025-07-22,"시설기준 위반","위생모 미착용",시정명령
0001004089,"서씨된장찌개관","경기도 고양시 덕양구 화곡로 282-19",영업중,,,,,
0001004090,"떡볶이556번지세상","광주광역시 남구 오목로 178-2",영업중,,,,,
0001004091,"제육볶음874번지가","대구광역시 중구 천호대로 55-8",영업중,,,,,
0001004092,"치킨나라","부산광역시 서구 서강대로 168-24",영업중,,2020-11-12,"위생관리기준 위반","냉장·냉동설비 미작동",과태료
0001004092,"치킨나라","부산광역시 서구 서강대로 168-24",영업중,,2018-01-12,"원산지 표시 위반","종업원 건강진단 미실시",경고
0001004092,"치킨나라","부산광역시 서구 서강대로 168-24",영업중,,2025-10-26,"시설기준 위반","냉장·냉동설비 미작동",과태료
0001004092,"치킨나라","부산광역시 서구 서강대로 168-24",영업중,,2024-07-10,"시설기준 위반","식품첨가물 사용기준 위반",시정명령
0001004092,"치킨나라","부산광역시 서구 서강대로 168-24",영업중,,2022-02-10,"원산지 표시 위반","원산지 미표시",시정명령
0001004092,"치킨나라","부산광역시 서구 서강대로 168-24",영업중,,2024-04-08,"시설기준 위반","식품 보관기준 위반",과태료
0001004093,"원조순대가","광주광역시 광산구 시청앞로 102-18",영업중,,,,,
0001004094,"고기구이가","부산광역시 남구 노량진로 275-6",영업중,,2026-03-20,"원산지 표시 위반","식품접촉 기구 위생 불량",과태료
0001004095,"정씨제육볶음본점","경기도 성남시 분당구 오목로 291-10",영업중,,,,,
0001004096,"최씨곱창명가","울산광역시 동구 마포대로 284-3",영업중,,,,,
0001004097,"보쌈세상","인천광역시 중구 봉천로 78-30",영업중,,2022-02-08,"시설기준 위반","음식물 쓰레기 처리 위반",시정명령
0001004097,"보쌈세상","인천광역시 중구 봉천로 78-30",영업중,,2025-11-17,"영업자 준수사항 위반","식품접촉 기구 위생 불량",과태료
0001004097,"보쌈세상","인천광역시 중구 봉천로 78-30",영업중,,2021-04-20,"원산지 표시 위반","식품 보관기준 위반",경고
0001004097,"보쌈세상","인천광역시 중구 봉천로 78-30",영업중,,2022-12-02,"위생관리기준 위반","원산지 미표시",과태료
0001004097,"보쌈세상","인천광역시 중구 봉천로 78-30",영업중,,2023-12-17,"영업자 준수사항 위반","조리장 청결 불량",과태료
0001004098,"최씨곱창관","경기도 고양시 일산동구 남부순환로 50-19",영업중,,,,,
0001004099,"보쌈관","광주광역시 동구 새창로 293-3",영업중,,,,,
0001004100,"아버지의 부대찌개","부산광역시 북구 노량진로 24-15",영업중,,,,,
0001004101,"서씨라멘집","경기도 용인시 처인구 홍대앞길 47-27",영업중,,,,,
0001004102,"신사초밥전문점","경기도 용인시 기흥구 삼양로 223-20",영업중,,,,,
0001004103,"오씨제육볶음왕국","광주광역시 남구 인수봉로 296-25",영업중,,,,,
0001004104,"닭갈비왕국","광주광역시 남구 화곡로 169-14",폐업,2023-11-16,2025-07-10,"영업자 준수사항 위반","원산지 허위표시",영업정지1개월
0001004105,"김치찌개마당","경기도 용인시 처인구 용산로 225-14",영업중,,2025-06-22,"위생관리기준 위반","조리장 청결 불량",시정명령
0001004105,"김치찌개마당","경기도 용인시 처인구 용산로 225-14",영업중,,2026-04-06,"시설기준 위반","영업장 내 위생시설 불량",폐쇄명령
0001004105,"김치찌개마당","경기도 용인시 처인구 용산로 225-14",영업중,,2018-01-28,"위생관리기준 위반","조리사 면허 미취득 조리",경고
0001004106,"곱창원","경기도 용인시 기흥구 경의로 132-22",영업중,,,,,
0001004107,"행복한국밥본점","대전광역시 유성구 언주로 240-29",영업중,,2022-05-10,"위생관리기준 위반","냉장·냉동설비 미작동",과태료
0001004107,"행복한국밥본점","대전광역시 유성구 언주로 240-29",영업중,,2025-10-10,"식품표시 위반","원산지 미표시",과태료
0001004108,"행복한 비빔밥","경기도 수원시 영통구 우이천로 169-6",영업중,,2023-12-01,"시설기준 위반","유통기한 경과 식품 보관",과태료
0001004109,"옛날 한식","경기도 용인시 처인구 종로 192-18",영업중,,,,,
0001004110,"순두부찌개코너","대전광역시 서구 홍대앞길 1-19",영업중,,2022-04-15,"원산지 표시 위반","원산지 미표시",경고
0001004111,"순대국밥729번지세상","경기도 용인시 처인구 신림로 43-24",영업중,,,,,
0001004112,"행복한 고등어구이","경기도 성남시 분당구 을지로 154-23",영업중,,,,,
0001004113,"짜장면명가","광주광역시 남구 강서로 4-11",영업중,,2025-08-15,"시설기준 위반","위생모 미착용",영업정지3개월
0001004113,"짜장면명가","광주광역시 남구 강서로 4-11",영업중,,2020-01-20,"영업자 준수사항 위반","유통기한 경과 식품 보관",경고
0001004113,"짜장면명가","광주광역시 남구 강서로 4-11",영업중,,2023-08-26,"시설기준 위반","영업장 내 위생시설 불량",과태료
0001004113,"짜장면명가","광주광역시 남구 강서로 4-11",영업중,,2020-02-24,"시설기준 위반","종업원 건강진단 미실시",경고
0001004113,"짜장면명가","광주광역시 남구 강서로 4-11",영업중,,2021-11-07,"유통기한 경과 제품 사용","냉장·냉동설비 미작동",과태료
0001004113,"짜장면명가","광주광역시 남구 강서로 4-11",영업중,,2020-12-07,"위생관리기준 위반","음식물 쓰레기 처리 위반",시정명령
0001004113,"짜장면명가","광주광역시 남구 강서로 4-11",영업중,,2019-02-15,"시설기준 위반","식품 보관기준 위반",과태료
0001004114,"한씨갈비탕식당","광주광역시 서구 천호대로 10-28",영업중,,,,,
0001004115,"버거663번지관","경기도 성남시 분당구 마포대로 32-26",영업중,,2018-01-23,"위생관리기준 위반","위생모 미착용",과태료
0001004116,"한정식식당","울산광역시 남구 서강대로 41-25",영업중,,,,,
0001004117,"고기구이마당","인천광역시 부평구 경의로 35-18",폐업,2020-11-05,,,,
0001004118,"황금 비빔밥","인천광역시 미추홀구 오목로 75-10",영업중,,2025-09-17,"시설기준 위반","종업원 건강진단 미실시",시정명령
0001004119,"임씨비빔밥코너","대구광역시 달서구 테헤란로 279-6",영업중,,,,,
0001004120,"김치찌개가","경기도 수원시 팔달구 한남대로 50-12",폐업,2023-10-18,,,,
0001004121,"짬뽕261번지가","경기도 용인시 수지구 새창로 269-1",영업중,,2025-07-03,"원산지 표시 위반","종업원 건강진단 미실시",과태료
0001004121,"짬뽕261번지가","경기도 용인시 수지구 새창로 269-1",영업중,,2022-10-05,"원산지 표시 위반","유통기한 경과 식품 보관",과태료
0001004122,"삼치구이861번지본점","인천광역시 서구 목동로 192-4",폐업,2024-07-09,,,,
0001004123,"할머니순대명가","대구광역시 북구 시청앞로 191-9",영업중,,2025-10-27,"식품표시 위반","식품 보관기준 위반",과태료
0001004124,"청담 회","울산광역시 북구 을지로 284-13",폐업,2022-12-25,,,,
0001004125,"신사 갈치조림","대전광역시 대덕구 용산로 55-2",영업중,,,,,
0001004126,"진짜초밥마당","대구광역시 북구 천호대로 295-9",영업중,,2026-02-17,"위생관리기준 위반","원산지 허위표시",시정명령
0001004127,"윤씨삼겹살전문점","경기도 수원시 팔달구 봉천로 2-6",영업중,,,,,
0001004128,"부대찌개본점","경기도 성남시 분당구 서초대로 300-1",영업중,,,,,
0001004129,"정씨짜장면직영점","대전광역시 동구 공항대로 7-11",영업중,,,,,
0001004130,"한씨떡볶이왕국","경기도 수원시 영통구 남대문로 59-9",영업중,,,,,
0001004131,"최씨고기구이식당","경기도 고양시 일산동구 강서로 204-1",영업중,,,,,
0001004132,"강남떡볶이원","대구광역시 달서구 오목로 195-13",폐업,2022-03-11,,,,
0001004133,"우동710번지관","경기도 고양시 일산서구 화곡로 139-27",영업중,,,,,
0001004134,"짬뽕왕국","경기도 수원시 장안구 봉천로 17-16",폐업,2021-12-08,2020-08-14,"시설기준 위반","조리장 청결 불량",시정명령
0001004135,"닭갈비424번지원","울산광역시 중구 양재천로 82-29",영업중,,,,,
0001004136,"족발왕국","부산광역시 수영구 인수봉로 165-12",영업중,,2019-11-27,"시설기준 위반","조리장 청결 불량",시정명령
0001004137,"할머니고등어구이세상","경기도 고양시 일산서구 영등포로 135-18",영업중,,,,,
0001004138,"피자403번지직영점","경기도 고양시 덕양구 경인로 299-13",영업중,,,,,
0001004139,"탕수육나라","경기도 용인시 기흥구 강남대로 283-28",영업중,,,,,
0001004140,"윤씨한정식나라","광주광역시 동구 시청앞로 49-12",영업중,,2018-04-01,"위생관리기준 위반","식품접촉 기구 위생 불량",과태료
0001004141,"신선한 순두부찌개","광주광역시 광산구 영등포로 145-19",영업중,,,,,
0001004142,"이씨비빔밥마당","경기도 성남시 중원구 길동로 151-1",영업중,,,,,
0001004143,"튀김세상","경기도 고양시 일산서구 신림로 291-15",영업중,,2020-04-02,"위생관리기준 위반","종업원 건강진단 미실시",영업정지15일
0001004144,"곱창가","부산광역시 서구 영등포로 128-18",영업중,,,,,
0001004145,"설렁탕나라","대구광역시 달서구 양재천로 176-19",영업중,,,,,
0001004146,"오씨스테이크코너","경기도 수원시 영통구 당산로 161-27",영업중,,2026-05-31,"위생관리기준 위반","식품 보관기준 위반",과태료
